mur;mur;mur;mur;mur;mur;mur;mur;mur;mur;mur;mur
mur;mur;mario;vide;vide;vide;vide;mur;mur;mur;mur;mur
mur;mur;mur;mur;vide;mur;vide;vide;mur;mur;mur;mur
mur;mur;mur;mur;mur;mur;mur;vide;mur;mur;mur;mur
mur;mur;mur;mur;mur;mur;mur;vide;mur;mur;mur;mur
mur;mur;objectif;mur;mur;mur;mur;vide;mur;mur;mur;mur
mur;mur;vide;mur;mur;objectif;vide;vide;vide;mur;mur;mur
mur;mur;vide;mur;mur;mur;mur;caisse;vide;mur;mur;mur
mur;mur;vide;objectif;vide;mur;mur;vide;vide;mur;mur;mur
mur;mur;caisse;vide;vide;caisse;vide;vide;vide;mur;mur;mur
mur;mur;vide;vide;vide;vide;mur;mur;mur;mur;mur;mur
mur;mur;mur;mur;mur;mur;mur;mur;mur;mur;mur;mur
